        8929   1.0000000000000000            11864
        8929   1.0000000000000000            11864
        8929   1.0000000000000000            11864
        8929   1.0000000000000000            11864
        8929   1.0000000000000000            11864
        8929   1.0000000000000000            11864
        8929   1.0000000000000000            11864
        8929   1.0000000000000000            11864
        8929   1.0000000000000000            11864
        8929   1.0000000000000000            11864
        8928   1.0000000000000000            11865
        8928   1.0000000000000000            11865
        8928   1.0000000000000000            11865
        8928   1.0000000000000000            11865
        8928   1.0000000000000000            11865
        8928   1.0000000000000000            11865
        8928   1.0000000000000000            11865
        8928   1.0000000000000000            11865
        8927   1.0000000000000000            11866
        8927   1.0000000000000000            11866
        8927   1.0000000000000000            11866
        8927   1.0000000000000000            11866
        8927   1.0000000000000000            11866
        8927   1.0000000000000000            11866
        8927   1.0000000000000000            11866
        8926   1.0000000000000000            11867
        8926   1.0000000000000000            11867
        8926   1.0000000000000000            11867
        8926   1.0000000000000000            11867
        8926   1.0000000000000000            11867
        8926   1.0000000000000000            11867
        8926   1.0000000000000000            11867
        8926   1.0000000000000000            11867
        8926   1.0000000000000000            11867
        8926   1.0000000000000000            11867
        8925   1.0000000000000000            11868
        8925   1.0000000000000000            11868
        8924   1.0000000000000000            11869
        8924   1.0000000000000000            11869
        8924   1.0000000000000000            11869
        8924   1.0000000000000000            11869
        8924   1.0000000000000000            11869
        8924   1.0000000000000000            11869
        8923   1.0000000000000000            11870
        8923   1.0000000000000000            11870
        8923   1.0000000000000000            11870
        8923   1.0000000000000000            11870
        8923   1.0000000000000000            11870
        8923   1.0000000000000000            11870
        8923   1.0000000000000000            11870
        8922   1.0000000000000000            11871
        8922   1.0000000000000000            11871
        8922   1.0000000000000000            11871
        8921   1.0000000000000000            11872
        8921   1.0000000000000000            11872
        8921   1.0000000000000000            11872
        8921   1.0000000000000000            11872
        8921   1.0000000000000000            11872
        8921   1.0000000000000000            11872
        8921   1.0000000000000000            11872
        8921   1.0000000000000000            11872
        8919   1.0000000000000000            11874
        8919   1.0000000000000000            11874
        8919   1.0000000000000000            11874
        8919   1.0000000000000000            11874
        8918   1.0000000000000000            11875
        8918   1.0000000000000000            11875
        8918   1.0000000000000000            11875
        8918   1.0000000000000000            11875
        8918   1.0000000000000000            11875
        8918   1.0000000000000000            11875
        8918   1.0000000000000000            11875
        8918   1.0000000000000000            11875
        8918   1.0000000000000000            11875
        8918   1.0000000000000000            11875
        8916   1.0000000000000000            11877
        8914   1.0000000000000000            11879
        8912   1.0000000000000000            11881
        8912   1.0000000000000000            11881
        8912   1.0000000000000000            11881
        8912   1.0000000000000000            11881
        8910   1.0000000000000000            11883
        8908   1.0000000000000000            11885
        8907   1.0000000000000000            11886
        8907   1.0000000000000000            11886
        8904   1.0000000000000000            11889
        8904   1.0000000000000000            11889
        8903   1.0000000000000000            11890
        8902   1.0000000000000000            11891
        8902   1.0000000000000000            11891
        8902   1.0000000000000000            11891
        8900   1.0000000000000000            11893
        8900   1.0000000000000000            11893
        8899   1.0000000000000000            11894
        8897   1.0000000000000000            11896
        8896   1.0000000000000000            11897
        8894   1.0000000000000000            11899
        8893   1.0000000000000000            11900
        8891   1.0000000000000000            11902
        8890   1.0000000000000000            11903
        8887   1.0000000000000000            11906
        8886   1.0000000000000000            11907
        8885   1.0000000000000000            11908
        8883   1.0000000000000000            11910
        8881   1.0000000000000000            11912
        8879   1.0000000000000000            11914
        8877   1.0000000000000000            11916
        8877   1.0000000000000000            11916
        8875   1.0000000000000000            11918
        8873   1.0000000000000000            11920
        8870  0.97619047619047616            11923
        8868  0.97727272727272729            11925
        8864  0.97674418604651159            11929
