        2694 1.000000L        11796
        2694 1.000000L        11796
        2694 1.000000L        11796
        2694 1.000000L        11796
        2694 1.000000L        11796
        2694 1.000000L        11796
        2694 1.000000L        11796
        2694 1.000000L        11796
        2694 1.000000L        11796
        2694 1.000000L        11796
        2693 1.000000L        11797
        2693 1.000000L        11797
        2692 1.000000L        11798
        2692 1.000000L        11798
        2692 1.000000L        11798
        2692 1.000000L        11798
        2692 1.000000L        11798
        2692 1.000000L        11798
        2692 1.000000L        11798
        2692 1.000000L        11798
        2692 1.000000L        11798
        2692 1.000000L        11798
        2691 1.000000L        11799
        2691 1.000000L        11799
        2691 1.000000L        11799
        2691 1.000000L        11799
        2691 1.000000L        11799
        2691 1.000000L        11799
        2691 1.000000L        11799
        2690 1.000000L        11800
        2690 1.000000L        11800
        2690 1.000000L        11800
        2690 1.000000L        11800
        2690 1.000000L        11800
        2690 1.000000L        11800
        2690 1.000000L        11800
        2690 1.000000L        11800
        2690 1.000000L        11800
        2690 1.000000L        11800
        2689 1.000000L        11801
        2689 1.000000L        11801
        2689 1.000000L        11801
        2688 1.000000L        11802
        2687 1.000000L        11803
        2686 1.000000L        11804
        2686 1.000000L        11804
        2686 1.000000L        11804
        2686 1.000000L        11804
        2686 1.000000L        11804
        2685 1.000000L        11805
        2685 1.000000L        11805
        2685 1.000000L        11805
        2685 1.000000L        11805
        2685 1.000000L        11805
        2685 1.000000L        11805
        2684 1.000000L        11806
        2684 1.000000L        11806
        2684 1.000000L        11806
        2684 1.000000L        11806
        2684 1.000000L        11806
        2683 1.000000L        11807
        2683 1.000000L        11807
        2683 1.000000L        11807
        2683 1.000000L        11807
        2683 1.000000L        11807
        2683 1.000000L        11807
        2682 1.000000L        11808
        2682 1.000000L        11808
        2680 1.000000L        11810
        2680 1.000000L        11810
        2680 1.000000L        11810
        2680 1.000000L        11810
        2680 1.000000L        11810
        2679 1.000000L        11811
        2678 1.000000L        11812
        2674 1.000000L        11816
        2673 1.000000L        11817
        2671 1.000000L        11819
        2670 1.000000L        11820
        2668 1.000000L        11822
        2667 1.000000L        11823
        2666 1.000000L        11824
        2665 1.000000L        11825
        2665 1.000000L        11825
        2663 1.000000L        11827
        2663 0.900000L        11827
        2662 0.900000L        11828
        2660 0.888889L        11830
        2660 0.916667L        11830
        2658 0.916667L        11832
        2657 0.923077L        11833
        2655 0.928571L        11835
        2655 0.928571L        11835
        2655 0.933333L        11835
        2655 0.894737L        11835
        2654 0.944444L        11837
        2653 0.947368L        11838
        2652 0.952381L        11839
        2649 0.947368L        11842
        2647 0.947368L        11844
        2645 0.947368L        11846
        2642 0.944444L        11849
        2642 0.947368L        11849
        2641 0.950000L        11850
        2638 1.000000L        11854
        2637 1.000000L        11855
        2635 1.000000L        11857
        2632 1.000000L        11860
        2631 0.950000L        11861
        2629 0.947368L        11863
        2627 0.950000L        11865
        2625 0.954545L        11867
        2624 0.956522L        11868
        2622 0.956522L        11870
        2621 0.958333L        11871
        2620 0.961538L        11872
        2615 0.961538L        11877
        2614 0.964286L        11878
        2612 1.000000L        11881
        2611 1.000000L        11882
        2608 1.000000L        11885
        2604 1.000000L        11889
        2602 1.000000L        11891
        2600 0.942857L        11893
        2598 0.916667L        11895
        2595 0.921053L        11898
        2590 0.923077L        11903
        2587 0.926829L        11906
        2581 0.871795L        11912
        2578 0.864865L        11915
        2576 0.871795L        11917
        2572 0.860465L        11921
        2568 0.866667L        11925
        2567 0.903846L        11928
        2565 0.928571L        11931
        2560 0.909091L        11936
        2554 0.901961L        11942
        2549 0.895833L        11947
        2547 0.940000L        11951
        2546 0.945455L        11952
        2542 0.933333L        11956
        2535 0.931034L        11964
        2529 0.898305L        11970
        2520 0.897959L        11980
        2513 0.897959L        11987
        2510 0.890909L        11991
        2508 0.870968L        11993
        2506 0.845070L        11995
        2500 0.830986L        12001
        2494 0.824324L        12007
        2486 0.824324L        12016
        2481 0.825000L        12022
        2476 0.841463L        12029
        2476 0.850575L        12029
        2469 0.813953L        12036
        2461 0.820225L        12046
        2454 0.823529L        12055
        2446 0.802469L        12066
        2441 0.809524L        12072
        2433 0.802469L        12081
        2425 0.777778L        12090
        2415 0.763158L        12102
        2407 0.743590L        12111
        2402 0.722892L        12116
        2399 0.727273L        12122
        2388 0.710843L        12135
        2384 0.719101L        12140
        2381 0.747475L        12147
        2373 0.726316L        12156
        2368 0.725490L        12162
        2362 0.730769L        12171
        2357 0.750000L        12178
        2349 0.757282L        12189
        2342 0.762376L        12199
        2335 0.747475L        12210
        2329 0.735294L        12218
        2320 0.716981L        12229
        2307 0.679612L        12246
        2304 0.688679L        12251
        2294 0.693069L        12264
        2286 0.696078L        12275
        2276 0.650000L        12286
        2271 0.651376L        12292
        2265 0.612069L        12300
        2261 0.647059L        12309
        2254 0.644628L        12320
        2244 0.644628L        12335
        2237 0.647059L        12349
        2231 0.632000L        12357
        2224 0.609756L        12365
        2215 0.585938L        12377
        2211 0.588235L        12386
        2200 0.558824L        12401
        2194 0.552239L        12416
        2184 0.540741L        12428
        2176 0.522727L        12441
        2166 0.518797L        12456
        2160 0.521739L        12468
