        2152 0.532847L        12482
        2149 0.527397L        12488
        2140 0.534722L        12505
        2131 0.531469L        12522
        2124 0.521127L        12537
        2120 0.520000L        12550
        2111 0.493243L        12563
        2107 0.465409L        12573
        2097 0.460123L        12589
        2088 0.434783L        12606
        2079 0.413580L        12619
        2072 0.417178L        12634
        2063 0.409938L        12649
        2055 0.400000L        12665
        2050 0.408284L        12679
        2042 0.409639L        12700
        2038 0.387640L        12711
        2033 0.389222L        12732
        2022 0.390244L        12752
        2018 0.406061L        12767
        2012 0.385542L        12781
        2004 0.379310L        12797
        1997 0.357895L        12810
        1989 0.340314L        12830
        1981 0.321951L        12848
        1974 0.315789L        12866
        1969 0.330233L        12889
        1968 0.337719L        12899
        1958 0.308642L        12916
        1951 0.309917L        12932
        1948 0.302326L        12947
        1938 0.295880L        12971
        1929 0.285714L        13000
        1924 0.290909L        13021
        1915 0.270370L        13053
        1908 0.256318L        13075
        1898 0.238434L        13104
        1891 0.221843L        13127
        1883 0.219081L        13159
        1876 0.214047L        13174
        1870 0.203883L        13205
        1859 0.196141L        13238
        1855 0.201807L        13259
        1844 0.183486L        13296
        1842 0.182927L        13323
        1837 0.176471L        13352
        1831 0.184659L        13385
        1826 0.188732L        13420
        1821 0.187328L        13442
        1812 0.180851L        13473
        1807 0.175393L        13514
        1798 0.160305L        13549
        1788 0.161039L        13591
        1784 0.167939L        13623
        1782 0.169154L        13651
        1777 0.153477L        13692
        1766 0.137592L        13737
        1759 0.132353L        13775
        1753 0.124706L        13805
        1744 0.109840L        13849
        1740 0.117381L        13896
        1735 0.118834L        13942
        1726 0.108280L        13976
        1718 0.100000L        14016
        1714 0.103380L        14053
        1713 0.114000L        14109
        1710 0.111538L        14144
        1705 0.101476L        14183
        1700 0.103943L        14230
        1696 0.101083L        14286
        1688 0.097691L        14339
        1682 0.091696L        14388
        1675 0.095318L        14447
        1669 0.094309L        14506
        1662 0.097674L        14556
        1656 0.099085L        14609
        1652 0.091954L        14664
        1650 0.092050L        14725
        1642 0.082544L        14788
        1640 0.082895L        14840
        1633 0.078580L        14902
        1629 0.075682L        14966
        1618 0.070896L        15045
        1611 0.067797L        15121
        1599 0.061485L        15201
        1591 0.054994L        15265
        1588 0.056730L        15360
        1584 0.054505L        15442
        1581 0.054645L        15527
        1577 0.052854L        15600
        1571 0.051600L        15691
        1568 0.054490L        15772
        1561 0.048123L        15849
        1555 0.042396L        15947
        1546 0.039595L        16063
        1542 0.035714L        16156
        1537 0.033275L        16259
        1535 0.031826L        16341
        1531 0.033415L        16442
        1527 0.032051L        16546
        1521 0.033699L        16660
        1514 0.031466L        16763
        1511 0.032477L        16888
        1509 0.031770L        17032
        1503 0.029940L        17149
        1502 0.030457L        17276
        1499 0.032982L        17401
        1497 0.033356L        17535
        1490 0.030591L        17669
        1487 0.031459L        17794
        1478 0.029164L        17936
        1473 0.026701L        18066
        1468 0.024421L        18212
        1467 0.024894L        18354
        1463 0.024005L        18485
        1460 0.023509L        18655
        1452 0.020282L        18826
        1449 0.021440L        18974
        1445 0.020386L        19140
        1440 0.018125L        19288
        1433 0.017940L        19479
        1431 0.017085L        19639
        1429 0.017107L        19809
        1426 0.016779L        20001
        1422 0.015486L        20193
        1419 0.016552L        20399
        1416 0.017241L        20601
        1410 0.016829L        20793
        1407 0.017098L        21004
        1405 0.018096L        21219
        1398 0.015326L        21430
        1397 0.016116L        21629
        1394 0.016721L        21855
        1391 0.017036L        22087
        1389 0.016304L        22324
        1383 0.014063L        22574
        1378 0.013528L        22805
        1372 0.011620L        23051
        1368 0.011676L        23285
        1363 0.010720L        23540
        1362 0.010481L        23779
        1358 0.009209L        24049
        1353 0.008555L        24307
        1348 0.007293L        24611
        1347 0.007937L        24900
        1346 0.008037L        25205
        1341 0.006472L        25540
        1339 0.006879L        25891
        1334 0.005612L        26197
        1331 0.004926L        26525
        1330 0.004813L        26832
        1329 0.004953L        27198
        1325 0.004154L        27580
        1324 0.004744L        27902
        1320 0.003740L        28302
        1318 0.003415L        28689
        1318 0.004190L        29094
        1314 0.003926L        29525
        1313 0.004253L        29939
        1312 0.004190L        30382
        1311 0.004893L        30780
        1309 0.004564L        31236
        1308 0.004450L        31672
        1304 0.004151L        32118
        1304 0.004628L        32580
        1303 0.004879L        33082
        1299 0.004448L        33629
        1296 0.003963L        34110
        1293 0.003675L        34642
        1292 0.003420L        35155
        1287 0.002557L        35685
        1286 0.002506L        36275
        1285 0.002437L        36841
        1282 0.001934L        37418
        1279 0.001875L        37982
        1276 0.001552L        38616
        1274 0.001517L        39249
        1273 0.001628L        39914
        1271 0.001481L        40629
        1271 0.001838L        41295
        1271 0.002037L        41942
        1270 0.002119L        42659
        1269 0.001942L        43406
        1269 0.002019L        44141
        1266 0.001869L        44914
        1265 0.001825L        45702
        1263 0.001551L        46501
        1261 0.001833L        47287
        1260 0.001786L        48054
        1257 0.001662L        48914
        1255 0.001428L        49798
        1253 0.001195L        50683
        1253 0.001180L        51644
        1252 0.001351L        52559
        1250 0.001135L        53475
        1249 0.001113L        54471
        1249 0.001100L        55525
        1244 0.000810L        56560
        1243 0.000879L        57573
        1241 0.000685L        58543
        1241 0.000836L        59600
        1241 0.000822L        60727
        1241 0.000804L        61817
        1238 0.000629L        62918
        1238 0.000769L        64048
        1237 0.000827L        65251
        1237 0.000881L        66436
        1235 0.000721L        67674
        1233 0.000708L        68950
        1233 0.000697L        70229
        1231 0.000616L        71560
        1231 0.000800L        72892
        1231 0.000783L        74257
        1230 0.000703L        75630
        1228 0.000628L        77050
        1226 0.000495L        78548
        1225 0.000486L        80050
        1225 0.000534L        81538
        1223 0.000407L        83075
        1223 0.000398L        84577
        1222 0.000334L        86167
        1219 0.000220L        87886
        1219 0.000217L        89574
        1219 0.000213L        91268
        1218 0.000261L        92976
        1218 0.000256L        94723
        1217 0.000202L        96512
        1216 0.000298L        98386
        1216 0.000342L       100253
        1216 0.000386L       102172
        1216 0.000427L       104105
        1215 0.000512L       106040
        1215 0.000548L       108024
        1215 0.000539L       110080
        1213 0.000488L       112135
        1213 0.000523L       114260
        1213 0.000557L       116334
        1210 0.000422L       118514
        1209 0.000416L       120715
        1208 0.000409L       122912
        1207 0.000362L       125181
        1204 0.000238L       127541
        1203 0.000196L       129935
        1203 0.000271L       132349
        1202 0.000229L       134662
        1201 0.000301L       137196
        1200 0.000261L       139672
        1200 0.000258L       142203
        1199 0.000218L       144759
        1198 0.000180L       147338
        1198 0.000214L       150072
        1198 0.000245L       152699
        1198 0.000242L       155414
        1196 0.000205L       158197
        1196 0.000202L       160915
        1193 0.000166L       163730
        1193 0.000196L       166541
        1193 0.000224L       169301
        1193 0.000254L       172231
        1193 0.000251L       175174
        1192 0.000248L       178173
        1191 0.000214L       181292
        1191 0.000211L       184323
        1190 0.000179L       187485
        1190 0.000177L       190668
        1188 0.000175L       193883
        1187 0.000173L       197207
        1186 0.000142L       200531
        1185 0.000112L       203766
        1185 0.000111L       207066
        1184 0.000082L       210444
        1184 0.000108L       213932
        1184 0.000107L       217445
        1184 0.000133L       221014
        1184 0.000132L       224605
        1182 0.000078L       228160
        1181 0.000052L       231892
        1181 0.000077L       235634
        1181 0.000127L       239348
        1181 0.000176L       243187
        1181 0.000174L       246949
        1180 0.000197L       250825
        1180 0.000194L       254731
        1179 0.000217L       258738
        1179 0.000286L       262570
        1179 0.000284L       266579
        1179 0.000281L       270530
        1178 0.000256L       274625
        1176 0.000231L       278813
        1174 0.000185L       283056
        1174 0.000184L       287293
        1172 0.000137L       291510
        1172 0.000183L       295901
        1170 0.000137L       300251
        1167 0.000091L       304531
        1167 0.000090L       308854
        1167 0.000181L       313225
        1167 0.000204L       317640
        1166 0.000181L       322013
        1166 0.000225L       326338
        1166 0.000248L       330745
        1166 0.000316L       335231
        1164 0.000293L       339703
        1164 0.000315L       344102
        1163 0.000339L       348586
        1163 0.000428L       353066
        1159 0.000383L       357498
        1158 0.000361L       361859
        1158 0.000407L       366242
        1156 0.000364L       370738
        1155 0.000409L       375131
        1152 0.000365L       379593
        1151 0.000390L       384026
        1150 0.000439L       388513
        1148 0.000418L       392873
        1144 0.000398L       397426
        1142 0.000354L       401868
        1142 0.000427L       406123
        1140 0.000381L       410417
        1140 0.000408L       414741
        1137 0.000411L       419102
        1136 0.000510L       423401
        1134 0.000463L       427591
        1131 0.000491L       431831
        1130 0.000565L       435950
        1127 0.000619L       440122
        1127 0.000722L       444216
        1124 0.000702L       448320
        1124 0.000707L       452359
        1123 0.000764L       456442
        1120 0.000717L       460448
        1115 0.000672L       464544
        1115 0.000733L       468602
        1111 0.000741L       472570
        1107 0.000779L       476652
        1102 0.000705L       480498
        1098 0.000660L       484369
        1096 0.000670L       488196
        1096 0.000707L       491963
        1093 0.000717L       495726
        1092 0.000789L       499492
        1089 0.000802L       503244
        1087 0.000812L       506805
        1083 0.000824L       510377
        1078 0.000897L       513902
        1076 0.000910L       517383
        1074 0.000953L       520720
        1072 0.001160L       524040
        1071 0.001177L       527303
        1068 0.001227L       530581
        1065 0.001373L       533695
        1062 0.001600L       536905
        1060 0.001762L       540073
        1056 0.001822L       543144
        1049 0.001713L       546232
        1047 0.001743L       549264
        1044 0.001911L       552189
        1036 0.002041L       555067
        1035 0.002282L       557895
        1031 0.002278L       560745
        1024 0.002349L       563548
        1015 0.002142L       566289
        1009 0.002054L       569017
        1004 0.002158L       571685
        1001 0.002249L       574256
         999 0.002433L       576810
         992 0.002342L       579397
         981 0.002220L       582010
         974 0.002298L       584629
         971 0.002502L       587087
         963 0.002567L       589513
         960 0.002906L       591963
         957 0.003202L       594330
         950 0.003024L       596710
         945 0.003221L       599156
         939 0.003213L       601468
         935 0.003497L       603736
         928 0.003433L       605883
         920 0.003246L       608124
         913 0.003368L       610271
         904 0.003192L       612499
         894 0.003188L       614677
         885 0.003455L       616815
         883 0.004093L       618869
         875 0.004444L       620890
         870 0.004587L       622946
         861 0.004732L       624898
         856 0.004930L       626857
         853 0.005388L       628764
         844 0.005746L       630757
         840 0.006564L       632548
         831 0.006977L       634440
         818 0.006820L       636209
         805 0.006426L       637926
         792 0.006682L       639567
         786 0.007202L       641257
         776 0.007493L       642862
         769 0.007960L       644505
         760 0.008214L       646026
         748 0.008094L       647464
         733 0.007711L       648848
         721 0.007948L       650206
         713 0.008393L       651606
         708 0.009246L       653022
         693 0.009492L       654383
         682 0.009811L       655697
         670 0.010044L       657008
         660 0.010343L       658199
         650 0.010592L       659418
         641 0.011197L       660683
         632 0.011602L       661946
         618 0.011209L       663165
         607 0.011439L       664235
         594 0.010907L       665352
         579 0.010925L       666393
         567 0.010881L       667419
         555 0.010737L       668458
         543 0.010224L       669511
         532 0.010280L       670558
         519 0.009986L       671579
         508 0.010161L       672634
         500 0.010761L       673692
         487 0.010512L       674725
         481 0.010484L       675712
         467 0.009887L       676645
         456 0.009537L       677620
         446 0.008999L       678610
         440 0.009162L       679585
         430 0.008735L       680480
         421 0.008706L       681393
         410 0.008557L       682279
         388 0.007531L       684100
         379 0.007404L       684999
         374 0.007516L       685918
         366 0.007691L       686860
         359 0.008239L       687791
         354 0.008234L       688833
         346 0.008500L       689845
         340 0.008746L       690783
         331 0.008630L       691731
         321 0.008773L       692680
         316 0.009249L       693660
         307 0.009161L       694723
         301 0.009263L       695631
         292 0.009050L       696482
         280 0.008411L       697379
         277 0.008143L       698184
         268 0.007808L       699022
         260 0.007747L       699930
         252 0.007662L       700885
         241 0.007012L       701799
         232 0.006600L       702742
         225 0.006271L       703674
         218 0.006014L       704591
         210 0.005810L       705543
         204 0.005668L       706415
         202 0.005881L       707394
         195 0.005712L       708371
         187 0.005566L       709353
         179 0.005170L       710413
         173 0.005345L       711496
         167 0.005304L       712591
         163 0.005373L       713560
         158 0.005528L       714567
         152 0.005457L       715526
         147 0.005562L       716472
         142 0.005825L       717596
         136 0.005697L       718700
         129 0.005405L       719773
         124 0.005273L       721052
         116 0.005079L       722161
         111 0.004661L       723149
         105 0.004700L       724354
          98 0.004498L       725420
          92 0.004195L       726521
          85 0.003918L       727619
          77 0.003501L       728754
          72 0.003040L       729934
          68 0.002858L       731058
          65 0.002728L       732242
          59 0.002400L       733383
          57 0.002220L       734735
          50 0.001715L       736055
          44 0.001425L       737426
          41 0.001246L       738679
          36 0.000910L       740126
          32 0.000825L       741609
          32 0.000934L       743090
          30 0.000910L       744352
          28 0.000842L       745803
          25 0.000716L       747549
          25 0.000758L       749152
          25 0.000733L       750635
          23 0.000716L       752161
          22 0.000766L       753923
          22 0.000910L       755508
          19 0.000798L       757369
          17 0.000680L       759143
          15 0.000609L       760840
          14 0.000542L       762423
          13 0.000535L       764316
          12 0.000472L       766313
          12 0.000464L       768377
          10 0.000408L       770327
           8 0.000309L       772204
           5 0.000173L       774199
           4 0.000125L       776173
           4 0.000121L       778274
           3 0.000079L       780540
           3 0.000077L       782734
           2 0.000037L       784864
           2 0.000036L       787501
           2 0.000035L       789946
