   36023.862474714406        2.45139003       34.3199997       116.847298               0
   197631.51799561456        2.25803208       33.6964989       116.712502               0
   444233.30816812813        2.47573161       35.7998314       117.620697               0
   446381.00285012630        2.06670785       35.7998276       117.620705              13
   513168.87109167874        2.72087455       31.9306698       115.824501               0
   514849.95853400073        2.17154002       31.9306774       115.824509              13
   540966.05546203454        2.47176838       31.9306793       115.824501              14
   544963.39266188443        2.29389429       32.3276711       117.810997               0
   622780.06009943783        2.16984010       35.6990013       118.079201               0
   673537.67897374928        2.52239013       33.9833298       116.250504               0
   704590.01587517560        2.60182571       34.6324997       116.515701               0
   903352.16223075986        3.28351521       32.3901711       115.057198               0
   1044483.3202846348        2.12134457       34.6023293       116.283203               0
   1156088.3632935584        2.92265105       33.9183311       118.610001               0
   1294020.7600041965        2.29460239       35.9003639       118.288383               3
   1329625.0896938145        2.87055731       34.0998306       116.401497               0
   1347474.3806084804        2.03977084       35.7695427       118.258774               3
   1386567.9528303444        2.00143337       31.9025002       115.759201               0
   1387671.6155499888        2.11810803       31.9024677       115.759254              13
   1393013.4054507364        2.42186046       35.8280182       118.386276               3
   1393113.6867888272        4.63004684       35.9388313       118.319199               0
   1393575.7402164503        2.25322890       35.9389000       118.319260              12
   1393816.8449744966        2.71506739       35.9379578       118.320351              12
   1395392.3028414012        2.28704023       35.9235573       118.346962               3
   1395616.4271964470        3.14809895       35.9387817       118.319206              13
   1396820.5971515295        2.11899471       35.9387360       118.319183              13
   1397512.2590463380        2.18146086       35.9389839       118.319283              13
   1398113.5146231407        2.66937065       35.9385071       118.319366              13
   1399215.2096930081        2.15132856       35.9387932       118.319275              13
   1402266.1035584114        2.28892708       34.0942917       116.346588               3
   1402975.8562484088        2.24942946       35.9391022       118.319321              13
   1403523.7881803124        2.38892698       34.0998116       116.401489              14
   1404658.3310319157        2.08809495       35.9410210       118.319176              14
   1404872.6528780696        2.40187311       35.9387627       118.319092              14
   1405842.2819197588        2.94319201       35.9386177       118.319115              14
   1408930.5970110267        2.33574820       35.9345970       118.302475               3
   1410142.3802220589        2.02732706       35.9390640       118.319000              14
   1411705.9900393379        2.72215962       35.9388390       118.319130              14
   1416627.8616264595        2.43574810       35.9388885       118.319199              14
   1443817.0045403070        3.64373636       35.9392128       118.318787              14
   1445793.3475374815        2.69078803       35.9388809       118.319206              14
   1448400.6330077667        2.27607703       35.9391861       118.318787              13
   1494466.2663554165        2.00015950       35.9392052       118.318581              14
   1499236.6133139925        2.00183010       35.9387779       118.318855              15
   1541021.8922316479        2.78512740       35.9388885       118.319000              15
   1631872.9949808461        2.53412914       36.0955849       117.878044               3
